Image;ID;Method;EMR
FILE_022_3.jpg;FILE_022_3.jpg_h1;Spline;0.0000
FILE_022_3.jpg;FILE_022_3.jpg_h1;Poly3;0.2876
FILE_022_4.jpg;FILE_022_4.jpg_h1;Linear;0.0000
FILE_022_4.jpg;FILE_022_4.jpg_h1;Spline;0.0000
FILE_022_4.jpg;FILE_022_4.jpg_h1;Poly3;0.2876
FILE_022_5.jpg;FILE_022_5.jpg_h1;Linear;0.0000
FILE_022_5.jpg;FILE_022_5.jpg_h1;Spline;0.0000
FILE_022_5.jpg;FILE_022_5.jpg_h1;Poly3;0.2456
FILE_022_7.jpg;FILE_022_7.jpg_h1;Linear;0.0000
FILE_022_7.jpg;FILE_022_7.jpg_h1;Spline;0.0000
FILE_022_7.jpg;FILE_022_7.jpg_h1;Poly3;0.2876
FILE_022_8.jpg;FILE_022_8.jpg_h1;Linear;0.0000
FILE_022_8.jpg;FILE_022_8.jpg_h1;Spline;0.0000
FILE_022_8.jpg;FILE_022_8.jpg_h1;Poly3;0.2876
FILE_022_9.jpg;FILE_022_9.jpg_h1;Linear;0.0000
FILE_022_9.jpg;FILE_022_9.jpg_h1;Spline;0.0000
FILE_022_9.jpg;FILE_022_9.jpg_h1;Poly3;0.2876
FILE_023.jpg;FILE_023.jpg_h1;Linear;0.0000
FILE_023.jpg;FILE_023.jpg_h1;Spline;0.0000
FILE_023.jpg;FILE_023.jpg_h1;Poly3;0.2214
FILE_023_0.jpg;FILE_023_0.jpg_h1;Linear;0.0000
FILE_023_0.jpg;FILE_023_0.jpg_h1;Spline;0.0000
FILE_023_0.jpg;FILE_023_0.jpg_h1;Poly3;0.2214
FILE_023_1.jpg;FILE_023_1.jpg_h1;Linear;0.0000
FILE_023_1.jpg;FILE_023_1.jpg_h1;Spline;0.0000
FILE_023_1.jpg;FILE_023_1.jpg_h1;Poly3;0.2214
FILE_023_11.jpg;FILE_023_11.jpg_h1;Linear;0.0000
FILE_023_11.jpg;FILE_023_11.jpg_h1;Spline;0.0000
FILE_023_11.jpg;FILE_023_11.jpg_h1;Poly3;0.2283
FILE_023_12.jpg;FILE_023_12.jpg_h1;Linear;0.0000
FILE_023_12.jpg;FILE_023_12.jpg_h1;Spline;0.0000
FILE_023_12.jpg;FILE_023_12.jpg_h1;Poly3;0.2214
FILE_023_13.jpg;FILE_023_13.jpg_h1;Linear;0.0000
FILE_023_13.jpg;FILE_023_13.jpg_h1;Spline;0.0000
FILE_023_13.jpg;FILE_023_13.jpg_h1;Poly3;0.2190
FILE_023_14.jpg;FILE_023_14.jpg_h1;Linear;0.0000
FILE_023_14.jpg;FILE_023_14.jpg_h1;Spline;0.0000
FILE_023_14.jpg;FILE_023_14.jpg_h1;Poly3;0.2214
FILE_023_15.jpg;FILE_023_15.jpg_h1;Linear;0.0000
FILE_023_15.jpg;FILE_023_15.jpg_h1;Spline;0.0000
FILE_023_15.jpg;FILE_023_15.jpg_h1;Poly3;0.2214
FILE_023_16.jpg;FILE_023_16.jpg_h1;Linear;0.0000
FILE_023_16.jpg;FILE_023_16.jpg_h1;Spline;0.0000
FILE_023_16.jpg;FILE_023_16.jpg_h1;Poly3;0.2267
FILE_023_17.jpg;FILE_023_17.jpg_h1;Linear;0.0000
FILE_023_17.jpg;FILE_023_17.jpg_h1;Spline;0.0000
FILE_023_17.jpg;FILE_023_17.jpg_h1;Poly3;0.2133
FILE_023_18.jpg;FILE_023_18.jpg_h1;Linear;0.0000
FILE_023_18.jpg;FILE_023_18.jpg_h1;Spline;0.0000
FILE_023_18.jpg;FILE_023_18.jpg_h1;Poly3;0.2214
FILE_023_19.jpg;FILE_023_19.jpg_h1;Linear;0.0000
FILE_023_19.jpg;FILE_023_19.jpg_h1;Spline;0.0000
FILE_023_19.jpg;FILE_023_19.jpg_h1;Poly3;0.2440
FILE_023_2.jpg;FILE_023_2.jpg_h1;Linear;0.0000
FILE_023_2.jpg;FILE_023_2.jpg_h1;Spline;0.0000
FILE_023_2.jpg;FILE_023_2.jpg_h1;Poly3;0.1518
FILE_023_20.jpg;FILE_023_20.jpg_h1;Linear;0.0000
FILE_023_20.jpg;FILE_023_20.jpg_h1;Spline;0.0000
FILE_023_20.jpg;FILE_023_20.jpg_h1;Poly3;0.1840
FILE_023_21.jpg;FILE_023_21.jpg_h1;Linear;0.0000
FILE_023_21.jpg;FILE_023_21.jpg_h1;Spline;0.0000
FILE_023_21.jpg;FILE_023_21.jpg_h1;Poly3;0.1822
FILE_023_22.jpg;FILE_023_22.jpg_h1;Linear;0.0000
FILE_023_22.jpg;FILE_023_22.jpg_h1;Spline;0.0000
FILE_023_22.jpg;FILE_023_22.jpg_h1;Poly3;0.2076
FILE_023_23.jpg;FILE_023_23.jpg_h1;Linear;0.0000
FILE_023_23.jpg;FILE_023_23.jpg_h1;Spline;0.0000
FILE_023_23.jpg;FILE_023_23.jpg_h1;Poly3;0.2087
FILE_023_24.jpg;FILE_023_24.jpg_h1;Linear;0.0000
FILE_023_24.jpg;FILE_023_24.jpg_h1;Spline;0.0000
FILE_023_24.jpg;FILE_023_24.jpg_h1;Poly3;0.1865
FILE_023_3.jpg;FILE_023_3.jpg_h1;Linear;0.0000
FILE_023_3.jpg;FILE_023_3.jpg_h1;Spline;0.0000
FILE_023_3.jpg;FILE_023_3.jpg_h1;Poly3;0.2214
FILE_023_4.jpg;FILE_023_4.jpg_h1;Linear;0.0000
FILE_023_4.jpg;FILE_023_4.jpg_h1;Spline;0.0000
FILE_023_4.jpg;FILE_023_4.jpg_h1;Poly3;0.2267
FILE_023_5.jpg;FILE_023_5.jpg_h1;Linear;0.0000
FILE_023_5.jpg;FILE_023_5.jpg_h1;Spline;0.0000
FILE_023_5.jpg;FILE_023_5.jpg_h1;Poly3;0.2214
FILE_023_6.jpg;FILE_023_6.jpg_h1;Linear;0.0000
FILE_023_6.jpg;FILE_023_6.jpg_h1;Spline;0.0000
FILE_023_6.jpg;FILE_023_6.jpg_h1;Poly3;0.2214
FILE_023_7.jpg;FILE_023_7.jpg_h1;Linear;0.0000
FILE_023_7.jpg;FILE_023_7.jpg_h1;Spline;0.0000
FILE_023_7.jpg;FILE_023_7.jpg_h1;Poly3;0.2214
FILE_023_8.jpg;FILE_023_8.jpg_h1;Linear;0.0000
FILE_023_8.jpg;FILE_023_8.jpg_h1;Spline;0.0000
FILE_023_8.jpg;FILE_023_8.jpg_h1;Poly3;0.2214
FILE_023_9.jpg;FILE_023_9.jpg_h1;Linear;0.0000
FILE_023_9.jpg;FILE_023_9.jpg_h1;Spline;0.0000
FILE_023_9.jpg;FILE_023_9.jpg_h1;Poly3;0.2214
FILE_024.jpg;FILE_024.jpg_h1;Linear;0.0000
FILE_024.jpg;FILE_024.jpg_h1;Spline;0.0000
FILE_024.jpg;FILE_024.jpg_h1;Poly3;0.2810
FILE_024_0.jpg;FILE_024_0.jpg_h1;Linear;0.0000
FILE_024_0.jpg;FILE_024_0.jpg_h1;Spline;0.0000
FILE_024_0.jpg;FILE_024_0.jpg_h1;Poly3;0.2763
FILE_024_1.jpg;FILE_024_1.jpg_h1;Linear;0.0000
FILE_024_1.jpg;FILE_024_1.jpg_h1;Spline;0.0000
FILE_024_1.jpg;FILE_024_1.jpg_h1;Poly3;0.2763
FILE_024_10.jpg;FILE_024_10.jpg_h1;Linear;0.0000
FILE_024_10.jpg;FILE_024_10.jpg_h1;Spline;0.0000
FILE_024_10.jpg;FILE_024_10.jpg_h1;Poly3;0.2763
FILE_024_11.jpg;FILE_024_11.jpg_h1;Linear;0.0000
FILE_024_11.jpg;FILE_024_11.jpg_h1;Spline;0.0000
FILE_024_11.jpg;FILE_024_11.jpg_h1;Poly3;0.2763
FILE_024_12.jpg;FILE_024_12.jpg_h1;Linear;0.0000
FILE_024_12.jpg;FILE_024_12.jpg_h1;Spline;0.0000
FILE_024_12.jpg;FILE_024_12.jpg_h1;Poly3;0.2762
FILE_024_13.jpg;FILE_024_13.jpg_h1;Linear;0.0000
FILE_024_13.jpg;FILE_024_13.jpg_h1;Spline;0.0000
FILE_024_13.jpg;FILE_024_13.jpg_h1;Poly3;0.1020
FILE_024_15.jpg;FILE_024_15.jpg_h1;Linear;0.0000
FILE_024_15.jpg;FILE_024_15.jpg_h1;Spline;0.0000
FILE_024_15.jpg;FILE_024_15.jpg_h1;Poly3;0.2763
FILE_024_16.jpg;FILE_024_16.jpg_h1;Linear;0.0000
FILE_024_16.jpg;FILE_024_16.jpg_h1;Spline;0.0000
FILE_024_16.jpg;FILE_024_16.jpg_h1;Poly3;0.2762
FILE_024_17.jpg;FILE_024_17.jpg_h1;Linear;0.0000
FILE_024_17.jpg;FILE_024_17.jpg_h1;Spline;0.0000
FILE_024_17.jpg;FILE_024_17.jpg_h1;Poly3;0.2763
FILE_024_18.jpg;FILE_024_18.jpg_h1;Linear;0.0000
FILE_024_18.jpg;FILE_024_18.jpg_h1;Spline;0.0000
FILE_024_18.jpg;FILE_024_18.jpg_h1;Poly3;0.2763
FILE_024_19.jpg;FILE_024_19.jpg_h1;Linear;0.0000
FILE_024_19.jpg;FILE_024_19.jpg_h1;Spline;0.0000
FILE_024_19.jpg;FILE_024_19.jpg_h1;Poly3;0.2773
FILE_024_2.jpg;FILE_024_2.jpg_h1;Linear;0.0000
FILE_024_2.jpg;FILE_024_2.jpg_h1;Spline;0.0000
FILE_024_2.jpg;FILE_024_2.jpg_h1;Poly3;0.2763
FILE_024_20.jpg;FILE_024_20.jpg_h1;Linear;0.0000
FILE_024_20.jpg;FILE_024_20.jpg_h1;Spline;0.0000
FILE_024_20.jpg;FILE_024_20.jpg_h1;Poly3;0.4522
FILE_024_21.jpg;FILE_024_21.jpg_h1;Linear;0.0000
FILE_024_21.jpg;FILE_024_21.jpg_h1;Spline;0.0000
FILE_024_21.jpg;FILE_024_21.jpg_h1;Poly3;0.3123
FILE_024_22.jpg;FILE_024_22.jpg_h1;Linear;0.0000
FILE_024_22.jpg;FILE_024_22.jpg_h1;Spline;0.0000
FILE_024_22.jpg;FILE_024_22.jpg_h1;Poly3;0.3391
FILE_024_23.jpg;FILE_024_23.jpg_h1;Linear;0.0000
FILE_024_23.jpg;FILE_024_23.jpg_h1;Spline;0.0000
FILE_024_23.jpg;FILE_024_23.jpg_h1;Poly3;0.3558
FILE_024_24.jpg;FILE_024_24.jpg_h1;Linear;0.0000
FILE_024_24.jpg;FILE_024_24.jpg_h1;Spline;0.0000
FILE_024_24.jpg;FILE_024_24.jpg_h1;Poly3;0.3828
FILE_024_3.jpg;FILE_024_3.jpg_h1;Linear;0.0000
FILE_024_3.jpg;FILE_024_3.jpg_h1;Spline;0.0000
FILE_024_3.jpg;FILE_024_3.jpg_h1;Poly3;0.2763
FILE_024_4.jpg;FILE_024_4.jpg_h1;Linear;0.0000
FILE_024_4.jpg;FILE_024_4.jpg_h1;Spline;0.0000
FILE_024_4.jpg;FILE_024_4.jpg_h1;Poly3;0.2762
FILE_024_5.jpg;FILE_024_5.jpg_h1;Linear;0.0000
FILE_024_5.jpg;FILE_024_5.jpg_h1;Spline;0.0000
FILE_024_5.jpg;FILE_024_5.jpg_h1;Poly3;0.2763
FILE_024_6.jpg;FILE_024_6.jpg_h1;Linear;0.0000
FILE_024_6.jpg;FILE_024_6.jpg_h1;Spline;0.0000
FILE_024_6.jpg;FILE_024_6.jpg_h1;Poly3;0.2763
FILE_024_7.jpg;FILE_024_7.jpg_h1;Linear;0.0000
FILE_024_7.jpg;FILE_024_7.jpg_h1;Spline;0.0000
FILE_024_7.jpg;FILE_024_7.jpg_h1;Poly3;0.2773
FILE_024_8.jpg;FILE_024_8.jpg_h1;Linear;0.0000
FILE_024_8.jpg;FILE_024_8.jpg_h1;Spline;0.0000
FILE_024_8.jpg;FILE_024_8.jpg_h1;Poly3;0.2762
FILE_024_9.jpg;FILE_024_9.jpg_h1;Linear;0.0000
FILE_024_9.jpg;FILE_024_9.jpg_h1;Spline;0.0000
FILE_024_9.jpg;FILE_024_9.jpg_h1;Poly3;0.2826
FILE_025.jpg;FILE_025.jpg_h1;Linear;0.0000
FILE_025.jpg;FILE_025.jpg_h1;Spline;0.0000
FILE_025.jpg;FILE_025.jpg_h1;Poly3;0.1310
FILE_025_0.jpg;FILE_025_0.jpg_h1;Linear;0.0000
FILE_025_0.jpg;FILE_025_0.jpg_h1;Spline;0.0000
FILE_025_0.jpg;FILE_025_0.jpg_h1;Poly3;0.1466
FILE_025_1.jpg;FILE_025_1.jpg_h1;Linear;0.0000
FILE_025_1.jpg;FILE_025_1.jpg_h1;Spline;0.0000
FILE_025_1.jpg;FILE_025_1.jpg_h1;Poly3;0.1466
FILE_025_11.jpg;FILE_025_11.jpg_h1;Linear;0.0000
FILE_025_11.jpg;FILE_025_11.jpg_h1;Spline;0.0000
FILE_025_11.jpg;FILE_025_11.jpg_h1;Poly3;0.1525
FILE_025_12.jpg;FILE_025_12.jpg_h1;Linear;0.0000
FILE_025_12.jpg;FILE_025_12.jpg_h1;Spline;0.0000
FILE_025_12.jpg;FILE_025_12.jpg_h1;Poly3;0.1465
FILE_025_13.jpg;FILE_025_13.jpg_h1;Linear;0.0000
FILE_025_13.jpg;FILE_025_13.jpg_h1;Spline;0.0000
FILE_025_13.jpg;FILE_025_13.jpg_h1;Poly3;0.1502
FILE_025_15.jpg;FILE_025_15.jpg_h1;Linear;0.0000
FILE_025_15.jpg;FILE_025_15.jpg_h1;Spline;0.0000
FILE_025_15.jpg;FILE_025_15.jpg_h1;Poly3;0.1525
FILE_025_16.jpg;FILE_025_16.jpg_h1;Linear;0.0000
FILE_025_16.jpg;FILE_025_16.jpg_h1;Spline;0.0000
FILE_025_16.jpg;FILE_025_16.jpg_h1;Poly3;0.1465
FILE_025_17.jpg;FILE_025_17.jpg_h1;Linear;0.0000
FILE_025_17.jpg;FILE_025_17.jpg_h1;Spline;0.0000
FILE_025_17.jpg;FILE_025_17.jpg_h1;Poly3;0.1466
FILE_025_19.jpg;FILE_025_19.jpg_h1;Linear;0.0000
FILE_025_19.jpg;FILE_025_19.jpg_h1;Spline;0.0000
FILE_025_19.jpg;FILE_025_19.jpg_h1;Poly3;0.2066
FILE_025_2.jpg;FILE_025_2.jpg_h1;Linear;0.0000
