Image;ID;Method;EMR
FILE_068_21.jpg;FILE_068_21.jpg_h1;Poly3;0.1301
FILE_068_22.jpg;FILE_068_22.jpg_h1;Linear;0.0000
FILE_068_22.jpg;FILE_068_22.jpg_h1;Spline;0.0000
FILE_068_22.jpg;FILE_068_22.jpg_h1;Poly3;0.0748
FILE_068_23.jpg;FILE_068_23.jpg_h1;Linear;0.0000
FILE_068_23.jpg;FILE_068_23.jpg_h1;Spline;0.0000
FILE_068_23.jpg;FILE_068_23.jpg_h1;Poly3;0.0829
FILE_068_24.jpg;FILE_068_24.jpg_h1;Linear;0.0000
FILE_068_24.jpg;FILE_068_24.jpg_h1;Spline;0.0000
FILE_068_24.jpg;FILE_068_24.jpg_h1;Poly3;0.1801
FILE_068_3.jpg;FILE_068_3.jpg_h1;Linear;0.0000
FILE_068_3.jpg;FILE_068_3.jpg_h1;Spline;0.0000
FILE_068_3.jpg;FILE_068_3.jpg_h1;Poly3;0.1455
FILE_068_4.jpg;FILE_068_4.jpg_h1;Linear;0.0000
FILE_068_4.jpg;FILE_068_4.jpg_h1;Spline;0.0000
FILE_068_4.jpg;FILE_068_4.jpg_h1;Poly3;0.1455
FILE_068_5.jpg;FILE_068_5.jpg_h1;Linear;0.0000
FILE_068_5.jpg;FILE_068_5.jpg_h1;Spline;0.0000
FILE_068_5.jpg;FILE_068_5.jpg_h1;Poly3;0.1455
FILE_068_6.jpg;FILE_068_6.jpg_h1;Linear;0.0000
FILE_068_6.jpg;FILE_068_6.jpg_h1;Spline;0.0000
FILE_068_6.jpg;FILE_068_6.jpg_h1;Poly3;0.1455
FILE_068_7.jpg;FILE_068_7.jpg_h1;Linear;0.0000
FILE_068_7.jpg;FILE_068_7.jpg_h1;Spline;0.0000
FILE_068_7.jpg;FILE_068_7.jpg_h1;Poly3;0.1455
FILE_068_8.jpg;FILE_068_8.jpg_h1;Linear;0.0000
FILE_068_8.jpg;FILE_068_8.jpg_h1;Spline;0.0000
FILE_068_8.jpg;FILE_068_8.jpg_h1;Poly3;0.1455
FILE_068_9.jpg;FILE_068_9.jpg_h1;Linear;0.0000
FILE_068_9.jpg;FILE_068_9.jpg_h1;Spline;0.0000
FILE_068_9.jpg;FILE_068_9.jpg_h1;Poly3;0.1367
FILE_070.jpg;FILE_070.jpg_h1;Linear;0.0000
FILE_070.jpg;FILE_070.jpg_h1;Spline;0.0000
FILE_070.jpg;FILE_070.jpg_h1;Poly3;0.0676
FILE_070_0.jpg;FILE_070_0.jpg_h1;Linear;0.0000
FILE_070_0.jpg;FILE_070_0.jpg_h1;Spline;0.0000
FILE_070_0.jpg;FILE_070_0.jpg_h1;Poly3;0.0667
FILE_070_1.jpg;FILE_070_1.jpg_h1;Linear;0.0000
FILE_070_1.jpg;FILE_070_1.jpg_h1;Spline;0.0000
FILE_070_1.jpg;FILE_070_1.jpg_h1;Poly3;0.0660
FILE_070_10.jpg;FILE_070_10.jpg_h1;Linear;0.0000
FILE_070_10.jpg;FILE_070_10.jpg_h1;Spline;0.0000
FILE_070_10.jpg;FILE_070_10.jpg_h1;Poly3;0.0660
FILE_070_11.jpg;FILE_070_11.jpg_h1;Linear;0.0000
FILE_070_11.jpg;FILE_070_11.jpg_h1;Spline;0.0000
FILE_070_11.jpg;FILE_070_11.jpg_h1;Poly3;0.0660
FILE_070_12.jpg;FILE_070_12.jpg_h1;Linear;0.0000
FILE_070_12.jpg;FILE_070_12.jpg_h1;Spline;0.0000
FILE_070_12.jpg;FILE_070_12.jpg_h1;Poly3;0.0660
FILE_070_13.jpg;FILE_070_13.jpg_h1;Linear;0.0000
FILE_070_13.jpg;FILE_070_13.jpg_h1;Spline;0.0000
FILE_070_13.jpg;FILE_070_13.jpg_h1;Poly3;0.0660
FILE_070_15.jpg;FILE_070_15.jpg_h1;Linear;0.0000
FILE_070_15.jpg;FILE_070_15.jpg_h1;Spline;0.0000
FILE_070_15.jpg;FILE_070_15.jpg_h1;Poly3;0.0657
FILE_070_16.jpg;FILE_070_16.jpg_h1;Linear;0.0000
FILE_070_16.jpg;FILE_070_16.jpg_h1;Spline;0.0000
FILE_070_16.jpg;FILE_070_16.jpg_h1;Poly3;0.0667
FILE_070_17.jpg;FILE_070_17.jpg_h1;Linear;0.0000
FILE_070_17.jpg;FILE_070_17.jpg_h1;Spline;0.0000
FILE_070_17.jpg;FILE_070_17.jpg_h1;Poly3;0.0660
FILE_070_19.jpg;FILE_070_19.jpg_h1;Linear;0.0000
FILE_070_19.jpg;FILE_070_19.jpg_h1;Spline;0.0000
FILE_070_19.jpg;FILE_070_19.jpg_h1;Poly3;0.0671
FILE_070_20.jpg;FILE_070_20.jpg_h1;Linear;0.0000
FILE_070_20.jpg;FILE_070_20.jpg_h1;Spline;0.0000
FILE_070_20.jpg;FILE_070_20.jpg_h1;Poly3;0.0829
FILE_070_21.jpg;FILE_070_21.jpg_h1;Linear;0.0000
FILE_070_21.jpg;FILE_070_21.jpg_h1;Spline;0.0000
FILE_070_21.jpg;FILE_070_21.jpg_h1;Poly3;0.0606
FILE_070_22.jpg;FILE_070_22.jpg_h1;Linear;0.0000
FILE_070_22.jpg;FILE_070_22.jpg_h1;Spline;0.0000
FILE_070_22.jpg;FILE_070_22.jpg_h1;Poly3;0.0616
FILE_070_23.jpg;FILE_070_23.jpg_h1;Linear;0.0000
FILE_070_23.jpg;FILE_070_23.jpg_h1;Spline;0.0000
FILE_070_23.jpg;FILE_070_23.jpg_h1;Poly3;0.0692
FILE_070_24.jpg;FILE_070_24.jpg_h1;Linear;0.0000
FILE_070_24.jpg;FILE_070_24.jpg_h1;Spline;0.0000
FILE_070_24.jpg;FILE_070_24.jpg_h1;Poly3;0.1015
FILE_070_3.jpg;FILE_070_3.jpg_h1;Linear;0.0000
FILE_070_3.jpg;FILE_070_3.jpg_h1;Spline;0.0000
FILE_070_3.jpg;FILE_070_3.jpg_h1;Poly3;0.0660
FILE_070_4.jpg;FILE_070_4.jpg_h1;Linear;0.0000
FILE_070_4.jpg;FILE_070_4.jpg_h1;Spline;0.0000
FILE_070_4.jpg;FILE_070_4.jpg_h1;Poly3;0.0667
FILE_070_5.jpg;FILE_070_5.jpg_h1;Linear;0.0000
FILE_070_5.jpg;FILE_070_5.jpg_h1;Spline;0.0000
FILE_070_5.jpg;FILE_070_5.jpg_h1;Poly3;0.0660
FILE_070_6.jpg;FILE_070_6.jpg_h1;Linear;0.0000
FILE_070_6.jpg;FILE_070_6.jpg_h1;Spline;0.0000
FILE_070_6.jpg;FILE_070_6.jpg_h1;Poly3;0.0660
FILE_070_7.jpg;FILE_070_7.jpg_h1;Linear;0.0000
FILE_070_7.jpg;FILE_070_7.jpg_h1;Spline;0.0000
FILE_070_7.jpg;FILE_070_7.jpg_h1;Poly3;0.0660
FILE_070_8.jpg;FILE_070_8.jpg_h1;Linear;0.0000
FILE_070_8.jpg;FILE_070_8.jpg_h1;Spline;0.0000
FILE_070_8.jpg;FILE_070_8.jpg_h1;Poly3;0.0667
FILE_070_9.jpg;FILE_070_9.jpg_h1;Linear;0.0000
FILE_070_9.jpg;FILE_070_9.jpg_h1;Spline;0.0000
FILE_070_9.jpg;FILE_070_9.jpg_h1;Poly3;0.0660
FILE_071.jpg;FILE_071.jpg_h1;Linear;0.0000
FILE_071.jpg;FILE_071.jpg_h1;Spline;0.0000
FILE_071.jpg;FILE_071.jpg_h1;Poly3;0.0959
FILE_071_0.jpg;FILE_071_0.jpg_h1;Linear;0.0000
FILE_071_0.jpg;FILE_071_0.jpg_h1;Spline;0.0000
FILE_071_0.jpg;FILE_071_0.jpg_h1;Poly3;0.1013
FILE_071_1.jpg;FILE_071_1.jpg_h1;Linear;0.0000
FILE_071_1.jpg;FILE_071_1.jpg_h1;Spline;0.0000
FILE_071_1.jpg;FILE_071_1.jpg_h1;Poly3;0.1013
FILE_071_10.jpg;FILE_071_10.jpg_h1;Linear;0.0000
FILE_071_10.jpg;FILE_071_10.jpg_h1;Spline;0.0000
FILE_071_10.jpg;FILE_071_10.jpg_h1;Poly3;0.1013
FILE_071_11.jpg;FILE_071_11.jpg_h1;Linear;0.0000
FILE_071_11.jpg;FILE_071_11.jpg_h1;Spline;0.0000
FILE_071_11.jpg;FILE_071_11.jpg_h1;Poly3;0.1013
FILE_071_12.jpg;FILE_071_12.jpg_h1;Linear;0.0000
FILE_071_12.jpg;FILE_071_12.jpg_h1;Spline;0.0000
FILE_071_12.jpg;FILE_071_12.jpg_h1;Poly3;0.1215
FILE_071_13.jpg;FILE_071_13.jpg_h1;Linear;0.0000
FILE_071_13.jpg;FILE_071_13.jpg_h1;Spline;0.0000
FILE_071_13.jpg;FILE_071_13.jpg_h1;Poly3;0.0985
FILE_071_15.jpg;FILE_071_15.jpg_h1;Linear;0.0000
FILE_071_15.jpg;FILE_071_15.jpg_h1;Spline;0.0000
FILE_071_15.jpg;FILE_071_15.jpg_h1;Poly3;0.0984
FILE_071_16.jpg;FILE_071_16.jpg_h1;Linear;0.0000
FILE_071_16.jpg;FILE_071_16.jpg_h1;Spline;0.0000
FILE_071_16.jpg;FILE_071_16.jpg_h1;Poly3;0.1215
FILE_071_17.jpg;FILE_071_17.jpg_h1;Linear;0.0000
FILE_071_17.jpg;FILE_071_17.jpg_h1;Spline;0.0000
FILE_071_17.jpg;FILE_071_17.jpg_h1;Poly3;0.0975
FILE_071_19.jpg;FILE_071_19.jpg_h1;Linear;0.0000
FILE_071_19.jpg;FILE_071_19.jpg_h1;Spline;0.0000
FILE_071_19.jpg;FILE_071_19.jpg_h1;Poly3;0.0922
FILE_071_2.jpg;FILE_071_2.jpg_h1;Linear;0.0000
FILE_071_2.jpg;FILE_071_2.jpg_h1;Spline;0.0000
FILE_071_2.jpg;FILE_071_2.jpg_h1;Poly3;0.1013
FILE_071_20.jpg;FILE_071_20.jpg_h1;Linear;0.0000
FILE_071_20.jpg;FILE_071_20.jpg_h1;Spline;0.0000
FILE_071_20.jpg;FILE_071_20.jpg_h1;Poly3;0.0995
FILE_071_21.jpg;FILE_071_21.jpg_h1;Linear;0.0000
FILE_071_21.jpg;FILE_071_21.jpg_h1;Spline;0.0000
FILE_071_21.jpg;FILE_071_21.jpg_h1;Poly3;0.0911
FILE_071_22.jpg;FILE_071_22.jpg_h1;Linear;0.0000
FILE_071_22.jpg;FILE_071_22.jpg_h1;Spline;0.0000
FILE_071_22.jpg;FILE_071_22.jpg_h1;Poly3;0.0924
FILE_071_23.jpg;FILE_071_23.jpg_h1;Linear;0.0000
FILE_071_23.jpg;FILE_071_23.jpg_h1;Spline;0.0000
FILE_071_23.jpg;FILE_071_23.jpg_h1;Poly3;0.0973
FILE_071_24.jpg;FILE_071_24.jpg_h1;Linear;0.0000
FILE_071_24.jpg;FILE_071_24.jpg_h1;Spline;0.0000
FILE_071_24.jpg;FILE_071_24.jpg_h1;Poly3;0.1254
FILE_071_3.jpg;FILE_071_3.jpg_h1;Linear;0.0000
FILE_071_3.jpg;FILE_071_3.jpg_h1;Spline;0.0000
FILE_071_3.jpg;FILE_071_3.jpg_h1;Poly3;0.0922
FILE_071_4.jpg;FILE_071_4.jpg_h1;Linear;0.0000
FILE_071_4.jpg;FILE_071_4.jpg_h1;Spline;0.0000
FILE_071_4.jpg;FILE_071_4.jpg_h1;Poly3;0.1013
FILE_071_5.jpg;FILE_071_5.jpg_h1;Linear;0.0000
FILE_071_5.jpg;FILE_071_5.jpg_h1;Spline;0.0000
FILE_071_5.jpg;FILE_071_5.jpg_h1;Poly3;0.1013
FILE_071_7.jpg;FILE_071_7.jpg_h1;Linear;0.0000
FILE_071_7.jpg;FILE_071_7.jpg_h1;Spline;0.0000
FILE_071_7.jpg;FILE_071_7.jpg_h1;Poly3;0.0922
FILE_071_8.jpg;FILE_071_8.jpg_h1;Linear;0.0000
FILE_071_8.jpg;FILE_071_8.jpg_h1;Spline;0.0000
FILE_071_8.jpg;FILE_071_8.jpg_h1;Poly3;0.1215
FILE_071_9.jpg;FILE_071_9.jpg_h1;Linear;0.0000
FILE_071_9.jpg;FILE_071_9.jpg_h1;Spline;0.0000
FILE_071_9.jpg;FILE_071_9.jpg_h1;Poly3;0.1015
FILE_072.jpg;FILE_072.jpg_h1;Linear;0.0000
FILE_072.jpg;FILE_072.jpg_h1;Spline;0.0000
FILE_072.jpg;FILE_072.jpg_h1;Poly3;0.2861
FILE_072_0.jpg;FILE_072_0.jpg_h1;Linear;0.0000
FILE_072_0.jpg;FILE_072_0.jpg_h1;Spline;0.0000
FILE_072_0.jpg;FILE_072_0.jpg_h1;Poly3;0.2870
FILE_072_1.jpg;FILE_072_1.jpg_h1;Linear;0.0000
FILE_072_1.jpg;FILE_072_1.jpg_h1;Spline;0.0000
FILE_072_1.jpg;FILE_072_1.jpg_h1;Poly3;0.2870
FILE_072_10.jpg;FILE_072_10.jpg_h1;Linear;0.0000
FILE_072_10.jpg;FILE_072_10.jpg_h1;Spline;0.0000
FILE_072_10.jpg;FILE_072_10.jpg_h1;Poly3;0.2870
FILE_072_11.jpg;FILE_072_11.jpg_h1;Linear;0.0000
FILE_072_11.jpg;FILE_072_11.jpg_h1;Spline;0.0000
FILE_072_11.jpg;FILE_072_11.jpg_h1;Poly3;0.2870
FILE_072_12.jpg;FILE_072_12.jpg_h1;Linear;0.0000
FILE_072_12.jpg;FILE_072_12.jpg_h1;Spline;0.0000
FILE_072_12.jpg;FILE_072_12.jpg_h1;Poly3;0.2869
FILE_072_13.jpg;FILE_072_13.jpg_h1;Linear;0.0000
FILE_072_13.jpg;FILE_072_13.jpg_h1;Spline;0.0000
FILE_072_13.jpg;FILE_072_13.jpg_h1;Poly3;0.2684
FILE_072_15.jpg;FILE_072_15.jpg_h1;Linear;0.0000
FILE_072_15.jpg;FILE_072_15.jpg_h1;Spline;0.0000
FILE_072_15.jpg;FILE_072_15.jpg_h1;Poly3;0.2950
FILE_072_16.jpg;FILE_072_16.jpg_h1;Linear;0.0000
FILE_072_16.jpg;FILE_072_16.jpg_h1;Spline;0.0000
FILE_072_16.jpg;FILE_072_16.jpg_h1;Poly3;0.2869
FILE_072_17.jpg;FILE_072_17.jpg_h1;Linear;0.0000
FILE_072_17.jpg;FILE_072_17.jpg_h1;Spline;0.0000
FILE_072_17.jpg;FILE_072_17.jpg_h1;Poly3;0.2623
FILE_072_19.jpg;FILE_072_19.jpg_h1;Linear;0.0000
FILE_072_19.jpg;FILE_072_19.jpg_h1;Spline;0.0000
FILE_072_19.jpg;FILE_072_19.jpg_h1;Poly3;0.2870
FILE_072_2.jpg;FILE_072_2.jpg_h1;Linear;0.0000
FILE_072_2.jpg;FILE_072_2.jpg_h1;Spline;0.0000
FILE_072_2.jpg;FILE_072_2.jpg_h1;Poly3;0.2870
FILE_072_20.jpg;FILE_072_20.jpg_h1;Linear;0.0000
FILE_072_20.jpg;FILE_072_20.jpg_h1;Spline;0.0000
FILE_072_20.jpg;FILE_072_20.jpg_h1;Poly3;0.2602
FILE_072_21.jpg;FILE_072_21.jpg_h1;Linear;0.0000
FILE_072_21.jpg;FILE_072_21.jpg_h1;Spline;0.0000
FILE_072_21.jpg;FILE_072_21.jpg_h1;Poly3;0.2504
FILE_072_22.jpg;FILE_072_22.jpg_h1;Linear;0.0000
FILE_072_22.jpg;FILE_072_22.jpg_h1;Spline;0.0000
FILE_072_22.jpg;FILE_072_22.jpg_h1;Poly3;0.3077
FILE_072_23.jpg;FILE_072_23.jpg_h1;Linear;0.0000
FILE_072_23.jpg;FILE_072_23.jpg_h1;Spline;0.0000
FILE_072_23.jpg;FILE_072_23.jpg_h1;Poly3;0.0988
FILE_072_24.jpg;FILE_072_24.jpg_h1;Linear;0.0000
FILE_072_24.jpg;FILE_072_24.jpg_h1;Spline;0.0000
FILE_072_24.jpg;FILE_072_24.jpg_h1;Poly3;0.0705
FILE_072_3.jpg;FILE_072_3.jpg_h1;Linear;0.0000
FILE_072_3.jpg;FILE_072_3.jpg_h1;Spline;0.0000
FILE_072_3.jpg;FILE_072_3.jpg_h1;Poly3;0.2870
FILE_072_4.jpg;FILE_072_4.jpg_h1;Linear;0.0000
FILE_072_4.jpg;FILE_072_4.jpg_h1;Spline;0.0000
FILE_072_4.jpg;FILE_072_4.jpg_h1;Poly3;0.2870
FILE_072_5.jpg;FILE_072_5.jpg_h1;Linear;0.0000
FILE_072_5.jpg;FILE_072_5.jpg_h1;Spline;0.0000
FILE_072_5.jpg;FILE_072_5.jpg_h1;Poly3;0.0646
FILE_072_6.jpg;FILE_072_6.jpg_h1;Linear;0.0000
FILE_072_6.jpg;FILE_072_6.jpg_h1;Spline;0.0000
FILE_072_6.jpg;FILE_072_6.jpg_h1;Poly3;0.2870
FILE_072_7.jpg;FILE_072_7.jpg_h1;Linear;0.0000
FILE_072_7.jpg;FILE_072_7.jpg_h1;Spline;0.0000
FILE_072_7.jpg;FILE_072_7.jpg_h1;Poly3;0.2870
FILE_072_8.jpg;FILE_072_8.jpg_h1;Linear;0.0000
FILE_072_8.jpg;FILE_072_8.jpg_h1;Spline;0.0000
FILE_072_8.jpg;FILE_072_8.jpg_h1;Poly3;0.2870
FILE_072_9.jpg;FILE_072_9.jpg_h1;Linear;0.0000
FILE_072_9.jpg;FILE_072_9.jpg_h1;Spline;0.0000
FILE_072_9.jpg;FILE_072_9.jpg_h1;Poly3;0.2870
FILE_073.jpg;FILE_073.jpg_h1;Linear;0.0000
FILE_073.jpg;FILE_073.jpg_h1;Spline;0.0000
FILE_073.jpg;FILE_073.jpg_h1;Poly3;0.0849
FILE_073_0.jpg;FILE_073_0.jpg_h1;Linear;0.0000
FILE_073_0.jpg;FILE_073_0.jpg_h1;Spline;0.0000
FILE_073_0.jpg;FILE_073_0.jpg_h1;Poly3;0.0842
FILE_073_1.jpg;FILE_073_1.jpg_h1;Linear;0.0000
FILE_073_1.jpg;FILE_073_1.jpg_h1;Spline;0.0000
FILE_073_1.jpg;FILE_073_1.jpg_h1;Poly3;0.0772
FILE_073_11.jpg;FILE_073_11.jpg_h1;Linear;0.0000
FILE_073_11.jpg;FILE_073_11.jpg_h1;Spline;0.0000
FILE_073_11.jpg;FILE_073_11.jpg_h1;Poly3;0.0842
FILE_073_12.jpg;FILE_073_12.jpg_h1;Linear;0.0000
FILE_073_12.jpg;FILE_073_12.jpg_h1;Spline;0.0000
FILE_073_12.jpg;FILE_073_12.jpg_h1;Poly3;0.0842
FILE_073_13.jpg;FILE_073_13.jpg_h1;Linear;0.0000
FILE_073_13.jpg;FILE_073_13.jpg_h1;Spline;0.0000
FILE_073_13.jpg;FILE_073_13.jpg_h1;Poly3;0.1852
FILE_073_15.jpg;FILE_073_15.jpg_h1;Linear;0.0000
FILE_073_15.jpg;FILE_073_15.jpg_h1;Spline;0.0000
FILE_073_15.jpg;FILE_073_15.jpg_h1;Poly3;0.0849
FILE_073_16.jpg;FILE_073_16.jpg_h1;Linear;0.0000
FILE_073_16.jpg;FILE_073_16.jpg_h1;Spline;0.0000
FILE_073_16.jpg;FILE_073_16.jpg_h1;Poly3;0.0831
FILE_073_17.jpg;FILE_073_17.jpg_h1;Linear;0.0000
FILE_073_17.jpg;FILE_073_17.jpg_h1;Spline;0.0000
FILE_073_17.jpg;FILE_073_17.jpg_h1;Poly3;0.0752
FILE_073_19.jpg;FILE_073_19.jpg_h1;Linear;0.0000
FILE_073_19.jpg;FILE_073_19.jpg_h1;Spline;0.0000
FILE_073_19.jpg;FILE_073_19.jpg_h1;Poly3;0.0953
FILE_073_2.jpg;FILE_073_2.jpg_h1;Linear;0.0000
FILE_073_2.jpg;FILE_073_2.jpg_h1;Spline;0.0000
FILE_073_2.jpg;FILE_073_2.jpg_h1;Poly3;0.0842
FILE_073_20.jpg;FILE_073_20.jpg_h1;Linear;0.0000
FILE_073_20.jpg;FILE_073_20.jpg_h1;Spline;0.0000
FILE_073_20.jpg;FILE_073_20.jpg_h1;Poly3;0.3922
FILE_073_21.jpg;FILE_073_21.jpg_h1;Linear;0.0000
FILE_073_21.jpg;FILE_073_21.jpg_h1;Spline;0.0000
FILE_073_21.jpg;FILE_073_21.jpg_h1;Poly3;0.0628
FILE_073_22.jpg;FILE_073_22.jpg_h1;Linear;0.0000
FILE_073_22.jpg;FILE_073_22.jpg_h1;Spline;0.0000
FILE_073_22.jpg;FILE_073_22.jpg_h1;Poly3;0.0834
FILE_073_23.jpg;FILE_073_23.jpg_h1;Linear;0.0000
FILE_073_23.jpg;FILE_073_23.jpg_h1;Spline;0.0000
FILE_073_23.jpg;FILE_073_23.jpg_h1;Poly3;0.1079
FILE_073_24.jpg;FILE_073_24.jpg_h1;Linear;0.0000
FILE_073_24.jpg;FILE_073_24.jpg_h1;Spline;0.0000
FILE_073_24.jpg;FILE_073_24.jpg_h1;Poly3;0.0322
FILE_073_3.jpg;FILE_073_3.jpg_h1;Linear;0.0000
FILE_073_3.jpg;FILE_073_3.jpg_h1;Spline;0.0000
FILE_073_3.jpg;FILE_073_3.jpg_h1;Poly3;0.0842
FILE_073_4.jpg;FILE_073_4.jpg_h1;Linear;0.0000
FILE_073_4.jpg;FILE_073_4.jpg_h1;Spline;0.0000
FILE_073_4.jpg;FILE_073_4.jpg_h1;Poly3;0.0831
FILE_073_5.jpg;FILE_073_5.jpg_h1;Linear;0.0000
FILE_073_5.jpg;FILE_073_5.jpg_h1;Spline;0.0000
FILE_073_5.jpg;FILE_073_5.jpg_h1;Poly3;0.0856
FILE_073_6.jpg;FILE_073_6.jpg_h1;Linear;0.0000
FILE_073_6.jpg;FILE_073_6.jpg_h1;Spline;0.0000
FILE_073_6.jpg;FILE_073_6.jpg_h1;Poly3;0.0842
FILE_073_7.jpg;FILE_073_7.jpg_h1;Linear;0.0000
FILE_073_7.jpg;FILE_073_7.jpg_h1;Spline;0.0000
FILE_073_7.jpg;FILE_073_7.jpg_h1;Poly3;0.0842
FILE_073_8.jpg;FILE_073_8.jpg_h1;Linear;0.0000
FILE_073_8.jpg;FILE_073_8.jpg_h1;Spline;0.0000
FILE_073_8.jpg;FILE_073_8.jpg_h1;Poly3;0.0831
FILE_073_9.jpg;FILE_073_9.jpg_h1;Linear;0.0000
FILE_073_9.jpg;FILE_073_9.jpg_h1;Spline;0.0000
FILE_073_9.jpg;FILE_073_9.jpg_h1;Poly3;0.0842
FILE_076.jpg;FILE_076.jpg_h1;Linear;0.0000
FILE_076.jpg;FILE_076.jpg_h1;Spline;0.0000
FILE_076.jpg;FILE_076.jpg_h1;Poly3;0.1308
FILE_076_0.jpg;FILE_076_0.jpg_h1;Linear;0.0000
FILE_076_0.jpg;FILE_076_0.jpg_h1;Spline;0.0000
FILE_076_0.jpg;FILE_076_0.jpg_h1;Poly3;0.1309
FILE_076_1.jpg;FILE_076_1.jpg_h1;Linear;0.0000
FILE_076_1.jpg;FILE_076_1.jpg_h1;Spline;0.0000
FILE_076_1.jpg;FILE_076_1.jpg_h1;Poly3;0.1309
FILE_076_11.jpg;FILE_076_11.jpg_h1;Linear;0.0000
FILE_076_11.jpg;FILE_076_11.jpg_h1;Spline;0.0000
FILE_076_11.jpg;FILE_076_11.jpg_h1;Poly3;0.1238
FILE_076_12.jpg;FILE_076_12.jpg_h1;Linear;0.0000
FILE_076_12.jpg;FILE_076_12.jpg_h1;Spline;0.0000
FILE_076_12.jpg;FILE_076_12.jpg_h1;Poly3;0.1277
FILE_076_13.jpg;FILE_076_13.jpg_h1;Linear;0.0000
FILE_076_13.jpg;FILE_076_13.jpg_h1;Spline;0.0000
FILE_076_13.jpg;FILE_076_13.jpg_h1;Poly3;0.1309
FILE_076_15.jpg;FILE_076_15.jpg_h1;Linear;0.0000
FILE_076_15.jpg;FILE_076_15.jpg_h1;Spline;0.0000
FILE_076_15.jpg;FILE_076_15.jpg_h1;Poly3;0.0793
FILE_076_16.jpg;FILE_076_16.jpg_h1;Linear;0.0000
FILE_076_16.jpg;FILE_076_16.jpg_h1;Spline;0.0000
FILE_076_16.jpg;FILE_076_16.jpg_h1;Poly3;0.1277
FILE_076_17.jpg;FILE_076_17.jpg_h1;Linear;0.0000
FILE_076_17.jpg;FILE_076_17.jpg_h1;Spline;0.0000
FILE_076_17.jpg;FILE_076_17.jpg_h1;Poly3;0.1313
FILE_076_19.jpg;FILE_076_19.jpg_h1;Linear;0.0000
FILE_076_19.jpg;FILE_076_19.jpg_h1;Spline;0.0000
FILE_076_19.jpg;FILE_076_19.jpg_h1;Poly3;0.1238
FILE_076_2.jpg;FILE_076_2.jpg_h1;Linear;0.0000
FILE_076_2.jpg;FILE_076_2.jpg_h1;Spline;0.0000
FILE_076_2.jpg;FILE_076_2.jpg_h1;Poly3;0.1309
FILE_076_20.jpg;FILE_076_20.jpg_h1;Linear;0.0000
FILE_076_20.jpg;FILE_076_20.jpg_h1;Spline;0.0000
FILE_076_20.jpg;FILE_076_20.jpg_h1;Poly3;0.3743
FILE_076_21.jpg;FILE_076_21.jpg_h1;Linear;0.0000
FILE_076_21.jpg;FILE_076_21.jpg_h1;Spline;0.0000
FILE_076_21.jpg;FILE_076_21.jpg_h1;Poly3;0.1193
FILE_076_22.jpg;FILE_076_22.jpg_h1;Linear;0.0000
FILE_076_22.jpg;FILE_076_22.jpg_h1;Spline;0.0000
FILE_076_22.jpg;FILE_076_22.jpg_h1;Poly3;0.1808
FILE_076_23.jpg;FILE_076_23.jpg_h1;Linear;0.0000
FILE_076_23.jpg;FILE_076_23.jpg_h1;Spline;0.0000
FILE_076_23.jpg;FILE_076_23.jpg_h1;Poly3;0.0541
FILE_076_24.jpg;FILE_076_24.jpg_h1;Linear;0.0000
FILE_076_24.jpg;FILE_076_24.jpg_h1;Spline;0.0000
FILE_076_24.jpg;FILE_076_24.jpg_h1;Poly3;0.0642
FILE_076_3.jpg;FILE_076_3.jpg_h1;Linear;0.0000
FILE_076_3.jpg;FILE_076_3.jpg_h1;Spline;0.0000
FILE_076_3.jpg;FILE_076_3.jpg_h1;Poly3;0.1238
FILE_076_4.jpg;FILE_076_4.jpg_h1;Linear;0.0000
FILE_076_4.jpg;FILE_076_4.jpg_h1;Spline;0.0000
FILE_076_4.jpg;FILE_076_4.jpg_h1;Poly3;0.1309
FILE_076_5.jpg;FILE_076_5.jpg_h1;Linear;0.0000
FILE_076_5.jpg;FILE_076_5.jpg_h1;Spline;0.0000
FILE_076_5.jpg;FILE_076_5.jpg_h1;Poly3;0.1309
FILE_076_6.jpg;FILE_076_6.jpg_h1;Linear;0.0000
FILE_076_6.jpg;FILE_076_6.jpg_h1;Spline;0.0000
FILE_076_6.jpg;FILE_076_6.jpg_h1;Poly3;0.1309
FILE_076_7.jpg;FILE_076_7.jpg_h1;Linear;0.0000
FILE_076_7.jpg;FILE_076_7.jpg_h1;Spline;0.0000
FILE_076_7.jpg;FILE_076_7.jpg_h1;Poly3;0.1309
FILE_076_8.jpg;FILE_076_8.jpg_h1;Linear;0.0000
FILE_076_8.jpg;FILE_076_8.jpg_h1;Spline;0.0000
FILE_076_8.jpg;FILE_076_8.jpg_h1;Poly3;0.1277
FILE_076_9.jpg;FILE_076_9.jpg_h1;Linear;0.0000
FILE_076_9.jpg;FILE_076_9.jpg_h1;Spline;0.0000
FILE_076_9.jpg;FILE_076_9.jpg_h1;Poly3;0.1584
FILE_077.jpg;FILE_077.jpg_h1;Linear;0.0000
FILE_077.jpg;FILE_077.jpg_h1;Spline;0.0000
FILE_077.jpg;FILE_077.jpg_h1;Poly3;0.0206
FILE_077_0.jpg;FILE_077_0.jpg_h1;Linear;0.0000
FILE_077_0.jpg;FILE_077_0.jpg_h1;Spline;0.0000
FILE_077_0.jpg;FILE_077_0.jpg_h1;Poly3;0.0233
FILE_077_1.jpg;FILE_077_1.jpg_h1;Linear;0.0000
